order_id,customer_id,order_date,payment_method,order_status
ORD016959,CUST07823,2025-10-26,Debit Card,Cancelled
ORD016960,CUST00771,2026-05-17,Net Banking,Delivered
ORD016961,CUST06997,2025-10-25,UPI,Delivered
ORD016962,CUST08787,2026-03-01,Net Banking,Delivered
ORD016963,CUST05435,2024-12-24,Debit Card,Returned
ORD016964,CUST07863,2024-11-13,Credit Card,Returned
ORD016965,CUST08314,2024-03-19,UPI,Delivered
ORD016966,CUST08203,2024-12-10,Net Banking,Delivered
ORD016967,CUST06098,2025-12-01,COD,Delivered
ORD016968,CUST06325,2024-04-29,COD,Returned
ORD016969,CUST06557,2026-05-24,COD,Returned
ORD016970,CUST10051,2024-09-22,Credit Card,Delivered
ORD016971,CUST00388,2024-01-10,COD,Delivered
ORD016972,CUST00220,2025-08-04,COD,Pending
ORD016973,CUST09353,2024-08-31,Debit Card,Cancelled
ORD016974,CUST06457,2024-11-20,Debit Card,Delivered
ORD016975,CUST07943,2024-11-11,Debit Card,Delivered
ORD016976,CUST10659,2026-05-10,Net Banking,Delivered
ORD016977,CUST00431,2025-04-12,COD,Delivered
ORD016978,CUST10274,2026-04-12,Credit Card,Delivered
ORD016979,CUST11529,2025-04-14,COD,Delivered
ORD016980,CUST05832,2026-04-04,COD,Pending
ORD016981,CUST01434,2025-09-14,Net Banking,Delivered
ORD016982,CUST09390,2024-08-02,Debit Card,Delivered
ORD016983,CUST09528,2025-04-18,COD,Delivered
ORD016984,CUST06410,2025-06-09,UPI,Delivered
ORD016985,CUST10872,2026-03-14,UPI,Delivered
ORD016986,CUST04779,2024-09-11,Debit Card,Delivered
ORD016987,CUST11678,2024-11-13,Debit Card,Delivered
ORD016988,CUST04648,2024-09-12,COD,Delivered
ORD016989,CUST07652,2026-04-23,UPI,Delivered
ORD016990,CUST00442,2025-06-10,Credit Card,Delivered
ORD016991,CUST05919,2026-03-27,Credit Card,Delivered
ORD016992,CUST11720,2026-04-27,UPI,Delivered
ORD016993,CUST00490,2026-06-29,Debit Card,Delivered
ORD016994,CUST03021,2026-08-25,Net Banking,Delivered
ORD016995,CUST10533,2024-06-20,Net Banking,Delivered
ORD016996,CUST03769,2026-04-25,Credit Card,Delivered
ORD016997,CUST10319,2025-10-03,Debit Card,Delivered
ORD016998,CUST05305,2025-01-09,COD,Delivered
ORD016999,CUST04995,2025-04-04,UPI,Delivered
ORD017000,CUST01693,2025-07-28,Credit Card,Delivered
ORD017001,CUST03544,2024-10-06,Net Banking,Delivered
ORD017002,CUST08749,2026-02-06,Net Banking,Delivered
ORD017003,CUST10839,2025-05-28,COD,Delivered
ORD017004,CUST02377,2025-08-16,COD,Delivered
ORD017005,CUST09730,2026-06-18,Net Banking,Cancelled
ORD017006,CUST00399,2025-08-26,Debit Card,Delivered
ORD017007,CUST08160,2025-12-29,Net Banking,Delivered
ORD017008,CUST04754,2024-12-26,UPI,Delivered
ORD017009,CUST05879,2025-02-27,Debit Card,Delivered
ORD017010,CUST03741,2025-06-02,COD,Returned
ORD017011,CUST07464,2025-05-07,COD,Delivered
ORD017012,CUST09953,2025-05-18,COD,Pending
ORD017013,CUST05434,2025-04-04,UPI,Delivered
ORD017014,CUST05447,2025-07-26,COD,Delivered
ORD017015,CUST09566,2025-03-03,Debit Card,Delivered
ORD017016,CUST02267,2025-05-17,COD,Delivered
ORD017017,CUST07846,2024-04-18,COD,Returned
ORD017018,CUST03741,2025-04-11,Net Banking,Delivered
ORD017019,CUST06815,2025-03-27,Net Banking,Delivered
ORD017020,CUST01662,2024-05-09,UPI,Delivered
ORD017021,CUST05993,2025-04-16,Debit Card,Delivered
ORD017022,CUST10539,2024-02-14,Debit Card,Delivered
ORD017023,CUST02715,2025-01-29,Net Banking,Returned
ORD017024,CUST02203,2025-04-16,Debit Card,Returned
ORD017025,CUST01654,2024-09-07,COD,Cancelled
ORD017026,CUST11229,2026-07-23,UPI,Delivered
ORD017027,CUST01027,2024-07-19,Net Banking,Delivered
ORD017028,CUST07837,2024-05-02,COD,Delivered
ORD017029,CUST04967,2025-06-02,Net Banking,Delivered
ORD017030,CUST02036,2024-01-29,Net Banking,Returned
ORD017031,CUST00653,2025-04-27,UPI,Pending
ORD017032,CUST09276,2026-04-11,UPI,Delivered
ORD017033,CUST08788,2025-10-25,Net Banking,Delivered
ORD017034,CUST08003,2024-11-18,COD,Delivered
ORD017035,CUST00849,2024-09-13,Credit Card,Delivered
ORD017036,CUST07035,2025-08-31,COD,Delivered
ORD017037,CUST05935,2025-01-06,Debit Card,Delivered
ORD017038,CUST07329,2025-03-05,Net Banking,Delivered
ORD017039,CUST06662,2026-01-07,Net Banking,Delivered
ORD017040,CUST02934,2024-10-25,UPI,Delivered
ORD017041,CUST06592,2026-06-24,Debit Card,Cancelled
ORD017042,CUST08681,2025-08-13,Credit Card,Returned
ORD017043,CUST06599,2025-08-09,Credit Card,Delivered
ORD017044,CUST08006,2025-05-24,UPI,Delivered
ORD017045,CUST02995,2026-06-14,Credit Card,Delivered
ORD017046,CUST02371,2026-07-17,Net Banking,Delivered
ORD017047,CUST04965,2025-03-20,Credit Card,Delivered
ORD017048,CUST09622,2024-02-07,Credit Card,Delivered
ORD017049,CUST06936,2025-10-21,COD,Delivered
ORD017050,CUST01229,2024-12-17,Credit Card,Cancelled
ORD017051,CUST06093,2025-03-31,COD,Delivered
ORD017052,CUST00321,2026-01-24,Debit Card,Delivered
ORD017053,CUST03827,2026-03-31,COD,Delivered
ORD017054,CUST00937,2025-07-20,Debit Card,Delivered
ORD017055,CUST02148,2024-01-17,UPI,Delivered
ORD017056,CUST06944,2026-07-30,Net Banking,Delivered
ORD017057,CUST09797,2025-09-03,UPI,Delivered
ORD017058,CUST02033,2025-01-20,UPI,Delivered
ORD017059,CUST04423,2025-05-10,UPI,Delivered
ORD017060,CUST00242,2025-05-14,Debit Card,Delivered
ORD017061,CUST10285,2025-09-01,Credit Card,Cancelled
ORD017062,CUST05152,2024-05-18,COD,Delivered
ORD017063,CUST06684,2025-08-12,UPI,Delivered
ORD017064,CUST05473,2025-04-10,UPI,Delivered
ORD017065,CUST08942,2026-02-16,Credit Card,Delivered
ORD017066,CUST06797,2024-10-05,UPI,Delivered
ORD017067,CUST04061,2024-12-09,Debit Card,Delivered
ORD017068,CUST09650,2024-02-13,Debit Card,Delivered
ORD017069,CUST11432,2025-12-15,Credit Card,Pending
ORD017070,CUST10353,2024-09-03,Debit Card,Cancelled
ORD017071,CUST10865,2026-05-22,UPI,Delivered
ORD017072,CUST01310,2025-03-15,UPI,Delivered
ORD017073,CUST09762,2026-07-12,Net Banking,Delivered
ORD017074,CUST07726,2026-03-05,Net Banking,Returned
ORD017075,CUST03073,2024-06-24,Credit Card,Delivered
ORD017076,CUST02466,2026-08-25,UPI,Delivered
ORD017077,CUST04283,2026-06-04,UPI,Cancelled
ORD017078,CUST01927,2024-02-06,COD,Delivered
ORD017079,CUST04545,2025-07-29,Debit Card,Returned
ORD017080,CUST02730,2024-10-29,Credit Card,Delivered
ORD017081,CUST00978,2025-05-09,Credit Card,Delivered
ORD017082,CUST08163,2026-03-27,Debit Card,Delivered
ORD017083,CUST04850,2026-04-13,COD,Delivered
ORD017084,CUST09491,2025-07-10,Net Banking,Delivered
ORD017085,CUST05005,2024-02-27,COD,Delivered
ORD017086,CUST08215,2026-05-24,Net Banking,Cancelled
ORD017087,CUST11330,2024-03-05,Net Banking,Delivered
ORD017088,CUST01110,2025-01-16,COD,Delivered
ORD017089,CUST02980,2024-11-19,Credit Card,Delivered
ORD017090,CUST01977,2024-08-27,UPI,Delivered
ORD017091,CUST07001,2025-09-15,Credit Card,Cancelled
ORD017092,CUST07907,2024-09-15,UPI,Delivered
ORD017093,CUST11200,2025-08-24,Credit Card,Delivered
ORD017094,CUST09355,2024-08-29,COD,Delivered
ORD017095,CUST07977,2024-11-22,COD,Delivered
ORD017096,CUST02283,2026-05-03,COD,Delivered
ORD017097,CUST00774,2024-09-22,UPI,Delivered
ORD017098,CUST09066,2024-09-22,Credit Card,Delivered
ORD017099,CUST03050,2026-03-17,Net Banking,Delivered
ORD017100,CUST09202,2025-07-30,Credit Card,Delivered
ORD017101,CUST05933,2025-01-03,Credit Card,Returned
ORD017102,CUST01745,2024-11-09,Debit Card,Delivered
ORD017103,CUST02276,2024-08-31,Credit Card,Delivered
ORD017104,CUST09913,2024-10-19,Net Banking,Delivered
ORD017105,CUST08274,2026-06-14,Credit Card,Delivered
ORD017106,CUST00673,2024-11-26,Debit Card,Delivered
ORD017107,CUST10429,2026-03-12,Debit Card,Delivered
ORD017108,CUST04114,2026-06-09,Net Banking,Delivered
ORD017109,CUST01031,2026-06-24,Credit Card,Delivered
ORD017110,CUST01221,2024-03-18,COD,Delivered
ORD017111,CUST04831,2024-10-20,COD,Delivered
ORD017112,CUST11205,2025-05-22,Debit Card,Cancelled
ORD017113,CUST00074,2024-11-12,Net Banking,Returned
ORD017114,CUST08605,2025-03-25,COD,Delivered
ORD017115,CUST08605,2024-04-12,Debit Card,Delivered
ORD017116,CUST08452,2025-08-08,Debit Card,Delivered
ORD017117,CUST01089,2024-01-29,Credit Card,Returned
ORD017118,CUST05192,2025-11-20,Net Banking,Delivered
ORD017119,CUST00988,2024-11-16,COD,Delivered
ORD017120,CUST05852,2024-12-29,Credit Card,Delivered
ORD017121,CUST09347,2024-09-05,UPI,Delivered
ORD017122,CUST07744,2024-09-10,Net Banking,Returned
ORD017123,CUST02802,2026-02-10,Debit Card,Delivered
ORD017124,CUST00066,2024-04-06,Credit Card,Cancelled
ORD017125,CUST05721,2026-01-19,COD,Delivered
ORD017126,CUST06969,2025-10-25,Debit Card,Delivered
ORD017127,CUST01381,2025-11-11,Debit Card,Returned
ORD017128,CUST05579,2024-01-22,COD,Returned
ORD017129,CUST09070,2025-06-05,UPI,Delivered
ORD017130,CUST11538,2025-07-09,Net Banking,Delivered
ORD017131,CUST01063,2025-11-30,Net Banking,Delivered
ORD017132,CUST06780,2024-06-02,Debit Card,Delivered
ORD017133,CUST09337,2025-02-01,Credit Card,Delivered
ORD017134,CUST04692,2024-05-19,UPI,Delivered
ORD017135,CUST06353,2024-01-20,UPI,Delivered
ORD017136,CUST02823,2025-04-26,Debit Card,Pending
ORD017137,CUST01425,2024-10-17,Credit Card,Pending
ORD017138,CUST10820,2024-12-30,COD,Delivered
ORD017139,CUST05924,2024-08-01,COD,Delivered
ORD017140,CUST09084,2025-07-28,Debit Card,Delivered
ORD017141,CUST08926,2025-04-30,Credit Card,Delivered
ORD017142,CUST00001,2025-10-18,UPI,Delivered
ORD017143,CUST07244,2025-02-15,UPI,Delivered
ORD017144,CUST03664,2024-08-02,UPI,Returned
ORD017145,CUST06812,2026-04-27,Net Banking,Delivered
ORD017146,CUST04846,2025-08-21,UPI,Delivered
ORD017147,CUST02851,2026-07-21,COD,Delivered
ORD017148,CUST00896,2024-08-29,Credit Card,Delivered
ORD017149,CUST10771,2025-04-28,UPI,Delivered
ORD017150,CUST11869,2024-10-05,Debit Card,Delivered
ORD017151,CUST10832,2026-01-04,Debit Card,Delivered
ORD017152,CUST07678,2024-05-22,COD,Delivered
ORD017153,CUST02673,2026-06-27,UPI,Delivered
ORD017154,CUST04211,2026-06-28,COD,Delivered
ORD017155,CUST03756,2026-06-23,COD,Delivered
ORD017156,CUST01665,2024-05-15,COD,Cancelled
ORD017157,CUST07475,2025-04-06,Net Banking,Delivered
ORD017158,CUST09434,2024-04-26,UPI,Cancelled
ORD017159,CUST07825,2025-08-05,Debit Card,Delivered
ORD017160,CUST08229,2026-04-14,Net Banking,Delivered
ORD017161,CUST10276,2024-12-21,COD,Delivered
ORD017162,CUST10565,2024-01-23,Debit Card,Delivered
ORD017163,CUST03686,2024-03-21,COD,Delivered
ORD017164,CUST08835,2026-03-19,Net Banking,Returned
ORD017165,CUST02447,2024-03-29,Credit Card,Cancelled
ORD017166,CUST11203,2026-05-04,COD,Cancelled
ORD017167,CUST06853,2025-04-03,COD,Returned
ORD017168,CUST03989,2026-03-10,Debit Card,Delivered
ORD017169,CUST05929,2026-06-03,Debit Card,Delivered
ORD017170,CUST05935,2025-12-05,COD,Delivered
ORD017171,CUST08227,2025-06-22,UPI,Delivered
ORD017172,CUST01927,2025-12-30,Debit Card,Delivered
ORD017173,CUST06632,2026-04-11,Credit Card,Delivered
ORD017174,CUST01760,2025-08-07,Credit Card,Delivered
ORD017175,CUST04606,2025-04-22,COD,Delivered
ORD017176,CUST02677,2024-11-18,Debit Card,Delivered
ORD017177,CUST02966,2026-05-24,Credit Card,Delivered
ORD017178,CUST07791,2025-04-23,Net Banking,Returned
ORD017179,CUST10901,2025-11-23,Credit Card,Delivered
ORD017180,CUST09453,2025-06-05,Debit Card,Cancelled
ORD017181,CUST01383,2024-02-20,COD,Delivered
ORD017182,CUST09777,2025-11-02,Credit Card,Delivered
ORD017183,CUST11311,2024-07-11,COD,Returned
ORD017184,CUST11365,2025-07-11,Net Banking,Delivered
ORD017185,CUST10139,2025-12-12,Credit Card,Delivered
ORD017186,CUST06922,2024-04-12,COD,Delivered
ORD017187,CUST02646,2025-10-11,Credit Card,Delivered
ORD017188,CUST03500,2026-05-05,Credit Card,Delivered
ORD017189,CUST07091,2024-08-23,Debit Card,Delivered
ORD017190,CUST04498,2024-12-04,Debit Card,Pending
ORD017191,CUST06084,2024-07-08,UPI,Delivered
ORD017192,CUST09965,2024-04-26,Debit Card,Delivered
ORD017193,CUST07011,2024-03-11,Debit Card,Delivered
ORD017194,CUST11238,2026-08-26,UPI,Pending
ORD017195,CUST06438,2026-04-01,UPI,Delivered
ORD017196,CUST10788,2025-12-23,Credit Card,Delivered
ORD017197,CUST11580,2026-07-23,Credit Card,Returned
ORD017198,CUST08429,2026-03-07,Credit Card,Delivered
ORD017199,CUST04938,2024-09-28,Debit Card,Pending
ORD017200,CUST06891,2024-08-18,COD,Delivered
ORD017201,CUST03501,2026-07-28,COD,Delivered
ORD017202,CUST08651,2025-03-26,Debit Card,Delivered
ORD017203,CUST09865,2025-12-09,Net Banking,Delivered
ORD017204,CUST08377,2025-03-29,Credit Card,Cancelled
ORD017205,CUST04178,2026-02-23,Debit Card,Cancelled
ORD017206,CUST00313,2025-12-21,Net Banking,Cancelled
ORD017207,CUST02991,2025-07-07,Credit Card,Pending
ORD017208,CUST04619,2024-04-05,UPI,Delivered
ORD017209,CUST10140,2025-05-17,Debit Card,Returned
ORD017210,CUST05638,2026-01-28,Net Banking,Delivered
ORD017211,CUST08097,2024-10-22,COD,Returned
ORD017212,CUST05006,2024-09-26,Debit Card,Delivered
ORD017213,CUST10927,2025-11-02,COD,Delivered
ORD017214,CUST01821,2025-03-02,Net Banking,Delivered
ORD017215,CUST04199,2025-04-05,Debit Card,Cancelled
ORD017216,CUST05816,2026-07-31,Debit Card,Delivered
ORD017217,CUST05957,2025-10-24,Debit Card,Delivered
ORD017218,CUST03414,2024-02-29,Debit Card,Pending
ORD017219,CUST10228,2024-01-12,UPI,Delivered
ORD017220,CUST05279,2025-08-20,Debit Card,Delivered
ORD017221,CUST11027,2025-09-20,Net Banking,Delivered
ORD017222,CUST05875,2024-02-27,Net Banking,Returned
ORD017223,CUST11410,2026-02-28,UPI,Delivered
ORD017224,CUST11450,2025-12-04,Debit Card,Delivered
ORD017225,CUST04806,2024-11-25,Debit Card,Delivered
ORD017226,CUST03273,2025-01-30,Credit Card,Delivered
ORD017227,CUST08222,2024-12-21,Credit Card,Cancelled
ORD017228,CUST03807,2025-04-20,COD,Delivered
ORD017229,CUST11427,2026-05-04,UPI,Delivered
ORD017230,CUST00529,2026-03-02,Credit Card,Delivered
ORD017231,CUST02794,2025-03-31,Net Banking,Delivered
ORD017232,CUST07056,2025-06-15,Net Banking,Delivered
ORD017233,CUST01503,2025-10-04,Net Banking,Delivered
ORD017234,CUST07934,2025-12-11,UPI,Delivered
ORD017235,CUST08993,2025-06-18,Net Banking,Pending
ORD017236,CUST06650,2025-03-18,Credit Card,Delivered
ORD017237,CUST00754,2024-12-20,Credit Card,Delivered
ORD017238,CUST05364,2025-06-28,COD,Delivered
ORD017239,CUST03876,2025-01-05,COD,Pending
ORD017240,CUST07800,2024-02-15,UPI,Delivered
ORD017241,CUST00772,2024-02-04,COD,Cancelled
ORD017242,CUST07359,2024-01-22,UPI,Delivered
ORD017243,CUST05363,2024-02-03,Debit Card,Returned
ORD017244,CUST08036,2024-02-05,COD,Delivered
ORD017245,CUST09408,2024-04-10,UPI,Delivered
ORD017246,CUST11093,2025-04-30,Credit Card,Delivered
ORD017247,CUST06861,2024-06-02,COD,Delivered
ORD017248,CUST10218,2024-02-10,COD,Cancelled
ORD017249,CUST10866,2025-06-05,UPI,Cancelled
ORD017250,CUST04387,2024-12-22,Debit Card,Delivered
ORD017251,CUST11290,2025-09-17,COD,Delivered
ORD017252,CUST04762,2025-01-25,UPI,Delivered
ORD017253,CUST08843,2024-02-11,Debit Card,Returned
ORD017254,CUST02114,2024-05-18,UPI,Delivered
ORD017255,CUST09600,2025-04-09,Debit Card,Delivered
ORD017256,CUST08594,2024-03-12,Net Banking,Delivered
ORD017257,CUST02251,2025-08-05,COD,Delivered
ORD017258,CUST03344,2024-04-19,Net Banking,Delivered
ORD017259,CUST03002,2025-09-10,UPI,Delivered
ORD017260,CUST07682,2026-02-03,Net Banking,Delivered
ORD017261,CUST03643,2024-03-12,Debit Card,Delivered
ORD017262,CUST11510,2026-01-06,Credit Card,Cancelled
ORD017263,CUST05600,2025-10-07,Net Banking,Delivered
ORD017264,CUST06650,2024-02-15,UPI,Cancelled
ORD017265,CUST05296,2025-01-23,COD,Delivered
ORD017266,CUST09712,2025-08-14,Net Banking,Cancelled
ORD017267,CUST03030,2026-07-29,Net Banking,Delivered
ORD017268,CUST04772,2024-04-21,Credit Card,Cancelled
ORD017269,CUST05384,2024-09-26,UPI,Delivered
ORD017270,CUST03179,2024-02-03,Net Banking,Delivered
ORD017271,CUST10265,2026-08-09,COD,Delivered
ORD017272,CUST11645,2025-07-23,Debit Card,Delivered
ORD017273,CUST07916,2026-03-28,COD,Delivered
ORD017274,CUST03047,2024-08-04,Net Banking,Delivered
ORD017275,CUST10923,2026-05-03,Net Banking,Delivered
ORD017276,CUST08138,2025-12-07,Credit Card,Delivered
ORD017277,CUST09371,2025-09-08,UPI,Delivered
ORD017278,CUST00489,2026-06-13,Credit Card,Delivered
ORD017279,CUST03537,2025-04-10,COD,Delivered
ORD017280,CUST00109,2025-03-15,UPI,Delivered
ORD017281,CUST03494,2025-02-07,Credit Card,Delivered
ORD017282,CUST03520,2024-09-25,Net Banking,Delivered
ORD017283,CUST06873,2024-05-05,UPI,Delivered
ORD017284,CUST03217,2024-08-21,Debit Card,Delivered
ORD017285,CUST09045,2025-08-19,Debit Card,Returned
ORD017286,CUST02383,2026-05-10,COD,Returned
ORD017287,CUST11888,2025-05-13,Credit Card,Pending
ORD017288,CUST06680,2024-07-19,COD,Delivered
ORD017289,CUST04544,2025-09-07,Debit Card,Delivered
ORD017290,CUST04213,2026-05-03,Net Banking,Delivered
ORD017291,CUST09197,2024-08-10,Net Banking,Delivered
ORD017292,CUST05884,2024-02-14,Net Banking,Returned
ORD017293,CUST06886,2025-11-01,Net Banking,Delivered
ORD017294,CUST08680,2025-03-29,Net Banking,Delivered
ORD017295,CUST11414,2025-11-11,Debit Card,Delivered
ORD017296,CUST10858,2025-07-11,UPI,Delivered
ORD017297,CUST04277,2024-09-14,Net Banking,Returned
ORD017298,CUST06474,2025-09-27,UPI,Delivered
ORD017299,CUST08161,2026-06-21,Net Banking,Delivered
ORD017300,CUST01292,2024-05-19,COD,Cancelled
ORD017301,CUST11720,2024-11-15,Credit Card,Returned
ORD017302,CUST11368,2024-02-12,UPI,Delivered
ORD017303,CUST11645,2024-02-20,Credit Card,Pending
ORD017304,CUST08167,2026-04-30,Debit Card,Delivered
ORD017305,CUST02607,2025-01-01,COD,Pending
ORD017306,CUST01984,2026-02-26,Net Banking,Delivered
ORD017307,CUST01580,2025-01-31,Net Banking,Returned
ORD017308,CUST01040,2026-07-31,Debit Card,Delivered
ORD017309,CUST02082,2024-08-16,UPI,Delivered
ORD017310,CUST10960,2025-02-13,Net Banking,Delivered
ORD017311,CUST00974,2024-08-12,UPI,Delivered
ORD017312,CUST00966,2026-04-05,Net Banking,Delivered
ORD017313,CUST02615,2025-02-09,UPI,Delivered
ORD017314,CUST01789,2024-11-10,Credit Card,Delivered
ORD017315,CUST02122,2024-07-21,UPI,Delivered
ORD017316,CUST05656,2026-06-29,Debit Card,Delivered
ORD017317,CUST04719,2025-11-15,Net Banking,Delivered
ORD017318,CUST09458,2024-10-29,COD,Returned
ORD017319,CUST07423,2025-08-16,UPI,Delivered
ORD017320,CUST02579,2024-01-31,COD,Delivered
ORD017321,CUST03640,2026-05-28,UPI,Delivered
ORD017322,CUST07179,2024-12-19,Credit Card,Delivered
ORD017323,CUST03926,2025-02-16,COD,Delivered
ORD017324,CUST07645,2024-02-10,Debit Card,Delivered
ORD017325,CUST06521,2024-07-27,COD,Cancelled
ORD017326,CUST01928,2024-09-30,UPI,Returned
ORD017327,CUST00074,2024-04-05,Debit Card,Delivered
ORD017328,CUST10374,2024-01-10,Credit Card,Delivered
ORD017329,CUST03743,2026-02-15,COD,Delivered
ORD017330,CUST09971,2026-08-05,Debit Card,Delivered
ORD017331,CUST05731,2025-01-06,COD,Delivered
ORD017332,CUST04402,2025-10-28,Credit Card,Cancelled
ORD017333,CUST05370,2026-03-04,Credit Card,Delivered
ORD017334,CUST02589,2024-09-05,Credit Card,Delivered
ORD017335,CUST06421,2025-08-19,Credit Card,Delivered
ORD017336,CUST07337,2024-01-29,Debit Card,Delivered
ORD017337,CUST04933,2024-01-20,Debit Card,Returned
ORD017338,CUST01221,2024-11-24,Credit Card,Delivered
ORD017339,CUST02648,2025-03-27,UPI,Delivered
ORD017340,CUST11599,2024-05-22,Debit Card,Delivered
ORD017341,CUST08632,2024-06-28,Credit Card,Delivered
ORD017342,CUST02844,2024-08-02,Debit Card,Delivered
ORD017343,CUST03234,2025-09-09,COD,Delivered
ORD017344,CUST10296,2024-12-27,UPI,Cancelled
ORD017345,CUST08375,2024-12-01,Credit Card,Returned
ORD017346,CUST11680,2024-05-08,UPI,Delivered
ORD017347,CUST11293,2025-02-06,Debit Card,Pending
ORD017348,CUST08189,2025-02-13,Debit Card,Pending
ORD017349,CUST11250,2024-11-10,COD,Delivered
ORD017350,CUST11019,2025-05-30,Credit Card,Delivered
ORD017351,CUST09982,2026-04-09,Credit Card,Delivered
ORD017352,CUST06320,2024-08-07,Net Banking,Pending
ORD017353,CUST10857,2025-11-27,COD,Delivered
ORD017354,CUST07989,2025-05-11,UPI,Delivered
ORD017355,CUST07480,2026-06-12,Credit Card,Delivered
ORD017356,CUST00949,2024-07-06,Net Banking,Pending
ORD017357,CUST09370,2024-10-17,UPI,Delivered
ORD017358,CUST00393,2025-11-05,Debit Card,Delivered
ORD017359,CUST09580,2024-12-29,Debit Card,Delivered
ORD017360,CUST02406,2025-02-27,COD,Delivered
ORD017361,CUST02029,2026-07-05,Debit Card,Delivered
ORD017362,CUST09500,2025-09-04,Debit Card,Cancelled
ORD017363,CUST01951,2024-06-03,Net Banking,Delivered
ORD017364,CUST06082,2024-06-23,UPI,Delivered
ORD017365,CUST05309,2026-05-21,UPI,Delivered
ORD017366,CUST05136,2026-02-19,Net Banking,Delivered
ORD017367,CUST08938,2024-11-05,UPI,Pending
ORD017368,CUST04049,2024-09-18,UPI,Delivered
ORD017369,CUST11440,2026-07-15,COD,Returned
ORD017370,CUST07715,2025-08-21,Credit Card,Delivered
ORD017371,CUST10847,2024-06-09,UPI,Delivered
ORD017372,CUST06115,2025-10-10,UPI,Cancelled
ORD017373,CUST03515,2026-04-16,UPI,Returned
ORD017374,CUST04312,2025-05-18,Debit Card,Delivered
ORD017375,CUST01705,2026-07-28,Net Banking,Delivered
ORD017376,CUST05413,2024-07-04,COD,Delivered
ORD017377,CUST10270,2025-05-07,Debit Card,Returned
ORD017378,CUST01243,2024-02-07,Net Banking,Delivered
ORD017379,CUST11664,2026-01-21,COD,Delivered
ORD017380,CUST09172,2026-03-22,Debit Card,Delivered
ORD017381,CUST03945,2026-04-15,COD,Delivered
ORD017382,CUST11311,2025-06-27,UPI,Delivered
ORD017383,CUST01820,2026-06-17,Debit Card,Delivered
ORD017384,CUST02965,2026-01-07,Debit Card,Delivered
ORD017385,CUST09469,2025-09-09,Credit Card,Delivered
ORD017386,CUST10029,2024-02-28,UPI,Delivered
ORD017387,CUST00201,2026-06-26,UPI,Delivered
ORD017388,CUST01472,2025-09-03,Debit Card,Delivered
ORD017389,CUST10893,2026-05-28,Debit Card,Delivered
ORD017390,CUST06126,2024-06-22,Net Banking,Delivered
ORD017391,CUST11435,2026-07-16,Credit Card,Pending
ORD017392,CUST00225,2026-07-15,Debit Card,Delivered
ORD017393,CUST02167,2025-10-14,COD,Delivered
ORD017394,CUST05230,2024-10-31,Net Banking,Cancelled
ORD017395,CUST06005,2024-12-12,Debit Card,Delivered
ORD017396,CUST02618,2026-01-28,UPI,Cancelled
ORD017397,CUST06616,2024-03-09,Credit Card,Delivered
ORD017398,CUST03348,2025-05-04,Net Banking,Returned
ORD017399,CUST07282,2025-05-04,COD,Delivered
ORD017400,CUST07359,2025-07-29,Net Banking,Delivered
ORD017401,CUST01537,2024-06-02,Credit Card,Delivered
ORD017402,CUST07191,2025-07-14,Credit Card,Delivered
ORD017403,CUST01569,2025-12-23,Net Banking,Delivered
ORD017404,CUST10937,2025-05-16,COD,Returned
ORD017405,CUST10934,2026-07-07,Net Banking,Delivered
ORD017406,CUST04703,2024-08-23,UPI,Delivered
ORD017407,CUST07803,2024-08-07,Net Banking,Delivered
ORD017408,CUST03743,2024-07-12,Debit Card,Pending
ORD017409,CUST08438,2024-09-15,Debit Card,Delivered
ORD017410,CUST07333,2025-05-09,COD,Delivered
ORD017411,CUST04344,2026-08-30,Debit Card,Delivered
ORD017412,CUST02020,2025-04-28,Debit Card,Delivered
ORD017413,CUST08158,2024-05-28,Net Banking,Delivered
ORD017414,CUST01170,2025-03-05,Net Banking,Delivered
ORD017415,CUST11047,2024-12-30,Credit Card,Delivered
ORD017416,CUST05914,2024-06-15,Debit Card,Returned
ORD017417,CUST07499,2026-04-25,Debit Card,Delivered
ORD017418,CUST08829,2025-07-03,Credit Card,Delivered
ORD017419,CUST00125,2024-01-28,Credit Card,Delivered
ORD017420,CUST05689,2025-03-28,COD,Cancelled
ORD017421,CUST09702,2026-03-23,Credit Card,Delivered
ORD017422,CUST00197,2025-09-05,Credit Card,Delivered
ORD017423,CUST02262,2024-03-02,Debit Card,Pending
ORD017424,CUST02509,2025-05-23,UPI,Delivered
ORD017425,CUST10769,2026-02-23,COD,Delivered
ORD017426,CUST04594,2024-06-16,COD,Delivered
ORD017427,CUST11975,2024-08-18,Net Banking,Delivered
ORD017428,CUST08460,2025-09-13,COD,Delivered
ORD017429,CUST09510,2024-02-04,Credit Card,Delivered
ORD017430,CUST01239,2025-12-22,COD,Delivered
ORD017431,CUST03760,2025-11-27,COD,Delivered
ORD017432,CUST04535,2024-07-31,Net Banking,Cancelled
ORD017433,CUST04918,2024-10-07,Net Banking,Delivered
ORD017434,CUST09800,2025-05-25,COD,Returned
ORD017435,CUST05135,2025-04-23,Debit Card,Delivered
ORD017436,CUST05150,2024-09-27,Credit Card,Delivered
ORD017437,CUST06711,2026-05-28,Credit Card,Delivered
ORD017438,CUST10861,2026-01-30,Credit Card,Delivered
ORD017439,CUST11413,2025-10-20,Net Banking,Cancelled
ORD017440,CUST05356,2024-06-27,Credit Card,Cancelled
ORD017441,CUST06460,2024-05-20,Debit Card,Delivered
